bic_8,bic,bank
NOUSFIH1,NOUSFIH1XXX,NORDNET BANK AB SUOMEN SIVULIIKE
NOVDFIH1,NOVDFIH1XXX,NORDEA AVTALSPENSIONSFOND MIDI
NOVGFIH1,NOVGFIH1XXX,NORDEA SAVINGS 10 FUND
NOVVFIH1,NOVVFIH1XXX,NORDEA SAVINGS 75 FUND
NOWFFIH1,NOWFFIH1XXX,NORDEA WORLD FUND
NOWSFIH1,NOWSFIH1XXX,NORDEA SWEDISH STARS
NOYFFIH1,NOYFFIH1XXX,NORDEA YIELD FUND
NPAAFIH1,NPAAFIH1XXX,NORDEA PREMIUM ASSET MANAGEMENT BALANCED FUND
NPAGFIH1,NPAGFIH1XXX,NORDEA PREMIUM ASSET MANAGEMENT GROWTH FUND
NPANFIH1,NPANFIH1XXX,NORDEA PREMIUM ASSET MANAGEMENT MODERATE FUND
NPATFIH1,NPATFIH1XXX,NORDEA PREMIUM ASSET MANAGEMENT CONSERVATIVE FUND
NPEFFIH1,NPEFFIH1XXX,NORDEA PRO EUROPEAN FUND
NPEOFIH1,NPEOFIH1XXX,NORDEA EQUITY OPPORTUNITIES FUND
NPFCFIH1,NPFCFIH1XXX,NORDEA FIXED INCOME CREDIT OPPORTUNITIES FUND
NPFFFIH1,NPFFFIH1XXX,NORDEA PRO FINLAND FUND
NPFIFIH1,NPFIFIH1XXX,NORDEA PRO FINLAND FUND
NPFNFIH1,NPFNFIH1XXX,NORDEA PRIVATE BANKING FOCUS NORDIC FUND
NPKOFIH1,NPKOFIH1XXX,NORDEA PRIVATE BANKING FRN FUND
NPKPFIH1,NPKPFIH1XXX,PIACERINGSFOND NORDEA DEFENSIV
NPLFFIH1,NPLFFIH1XXX,NORDEA PRIVATE BANKING KORT OBLIGASJON PLUSS FUND
NPNAFIH1,NPNAFIH1XXX,NORDEA PRIVATE BANKING NORSK AKSJE PORTEFOLJE
NPOFFIH1,NPOFFIH1XXX,NORDEA PRIVATE BANKING OBLIGASJON FUND
NPSRFIH1,NPSRFIH1XXX,NORDEA PRO STABLE RETURN FUND
NRFNFIH1,NRFNFIH1XXX,NORDEA RUSSIA FUND
NRLPFIH1,NRLPFIH1XXX,NORDEA RENTEFOND LAANGA PLACEMENT
NSFIFIH1,NSFIFIH1XXX,NORDEA STRATEGA FIXED INCOME
NSFNFIH1,NSFNFIH1XXX,NORDEA SAVINGS FIXED INCOME FUND
NSILFIH1,NSILFIH1XXX,NORDEA SWE INFLATION LINKED BOND FUND
NSIQFIH1,NSIQFIH1XXX,NON-UCITS NORDEA SWEDISH IDEAS EQUITY FUND
NSISFIH1,NSISFIH1XXX,NORDEA SWEDISH INSTITUTIONAL SHORT DURATION BOND FUND
NSRFFIH1,NSRFFIH1XXX,NORDEA STABLE RETURN FUND
OJFAFIH1,OJFAFIH1XXX,QUORUM VAR OY
OJFFFIH1,OJFFFIH1XXX,PARETO SECURITIES AB
OKOYFIHH,OKOYFIHHDCA,OP CORPORATE BANK PLC
OKOYFIHH,OKOYFIHHXXX,OP CORPORATE BANK PLC
OMSAFI2S,OMSAFI2SXXX,OMA SAVINGS BANK PLC
PASXFIH2,PASXFIH2XXX,PAYSAXAS OY
PEFEFI21,PEFEFI21XXX,KESKINAINEN TYOELAKEVAKUUTUSYHTIO ELO
PLITFIH2,PLITFIH2XXX,PLIANT OY
PNFNFIH1,PNFNFIH1XXX,PLACERINGSFOND NORDEA ALLOKERINGSFOND
POAEFIH1,POAEFIH1XXX,OP VARAINHOITO OY
POHGFIH1,POHGFIH1XXX,OP OSUUSKUNTA
POPFFI22,POPFFI22TIP,BONUM BANK PLC
POPFFI22,POPFFI22XXX,BONUM BANK PLC
PPSIFI22,PPSIFI22XXX,PPS EU SA -SUOMEN SIVULIIKE
PROEFIH1,PROEFIH1XXX,"DANSKE BANK A/S, SUOMEN SIVULIIKE"
PSEUFI21,PSEUFI21XXX,PRIVANET SECURITIES LTD
PSFFFIH2,PSFFFIH2XXX,PAYEX SVERIGE AB FILIAL I FINLAND
PYSAFI21,PYSAFI21XXX,SAASTOPANKKI KALANTI-PYHARANTA
QFMCFIH1,QFMCFIH1XXX,QUORUM VAR OY
RAHTFIH1,RAHTFIH1XXX,UB RAHASTOYHTIO OY
RESKFIH1,RESKFIH1XXX,RESURS BANK AB SUOMEN SIVULIIKE
RVINFIH1,RVINFIH1XXX,TITANIUM SIJOITUSPALVELUT OY
SAHFFIH2,SAHFFIH2XXX,SAXO BANK A/S BRANCH IN FINLAND
SAHOFIH1,SAHOFIH1KVA,SAMPO PLC
SAHOFIH1,SAHOFIH1MLI,SAMPO PLC
SAHOFIH1,SAHOFIH1MNS,SAMPO PLC
SAHOFIH1,SAHOFIH1MUL,SAMPO PLC
SAHOFIH1,SAHOFIH1SAM,SAMPO PLC
SAHOFIH1,SAHOFIH1XXX,SAMPO PLC
SAHPFIH2,SAHPFIH2XXX,SUOMEN ASUNTOHYPOPANKKI OY
SALKFI21,SALKFI21XXX,OY SAMLINK AB
SBANFIHH,SBANFIHHTIP,S-BANK PLC
SBANFIHH,SBANFIHHXXX,S-BANK PLC
SEIDFIH1,SEIDFIH1XXX,"SVEA EKONOMI AB, FILIAL I FINLAND"
SEOYFIH1,SEOYFIH1XXX,SELIGSON AND CO RAHASTOYHTIO OYJ
SFFNFIH1,SFFNFIH1XXX,"SCANIA FINANS AKTIEBOLAG, FILIAL I FINLAND"
SHMSFIH1,SHMSFIH1XXX,SUOMEN HYPOTEEKKIYHDISTYS (MORTGAGE SOCIETY OF FINLAND)
SJSIFIH1,SJSIFIH1XXX,"STADSHYPOTEK AB (JULK), SUOMEN SIVUKONTTORITOIMINTA"
SKHSFI21,SKHSFI21XXX,"SEB KORT BANK AB, HELSINGIN SIVULIIKE"
SNFEFIH1,SNFEFIH1XXX,SIJOITUSRAHASTO NORA FIVE (EUR) NORA FUND FIVE (EUR)
SNFNFIH1,SNFNFIH1XXX,SIJOITUSRAHASTO NORDEA KREDITT STARS
SNFUFIH1,SNFUFIH1XXX,SIJOITUSRAHASTO NORA FOUR (EUR) NORA FUND FOUR (EUR)
SNHEFIH1,SNHEFIH1XXX,SIJOITUSRAHASTO NORA THREE (EUR) NORA FUND THREE (EUR)
SNOEFIH1,SNOEFIH1XXX,SIJOITUSRAHASTO NORA ONE (EUR) NORA FUND ONE (EUR)
SNPEFIH1,SNPEFIH1XXX,NORDEA EQUITY CORE FUND
SNTUFIH1,SNTUFIH1XXX,SIJOITUSRAHASTO NORA TWO (EUR) NORA FUND TWO (EUR)
SOLTFIH1,SOLTFIH1XXX,FA SOLUTIONS OY
SPFBFIHH,SPFBFIHH1A1,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHH1A2,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHH1A3,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHASI,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHCMS,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHCON,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHECB,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHECM,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHEUX,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHINT,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHRMA,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHRPO,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHSFA,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHSFM,SUOMEN PANKKI-FINLANDS BANK
SPFBFIHH,SPFBFIHHXXX,SUOMEN PANKKI-FINLANDS BANK
SPHTFIH1,SPHTFIH1XXX,SP-RAHASTOYHTIO OY
STPDFI21,STPDFI21XXX,THE STATE PENSION FUND OF FINLAND
SUPNFIH1,SUPNFIH1XXX,UB PANKKIIRILIIKE OY
SUSSFI21,SUSSFI21XXX,SAASTOPANKKI OPTIA
SVEAFIH2,SVEAFIH2XXX,"SVEA BANK AB, FILIAL I FINLAND"
SWEDFIHH,SWEDFIHHXXX,"SWEDBANK AB (PUBL), FINNISH BRANCH"
TAALFI21,TAALFI21XXX,TAALERI OYJ
TAALFIHH,TAALFIHHXXX,TAALERI OYJ
TAPLFI21,TAPLFI21XXX,LAHITAPIOLA VARAINHOITO OY
TFFFFI21,TFFFFI21XXX,"TELIA FINANCE FINLAND, TELIA FINANCE AB:N SUOMEN SIVULIIKE"
TIRHFIH1,TIRHFIH1XXX,TITANIUM RAHASTOYHTIO OY
TRYEFIH2,TRYEFIH2XXX,"TRUELAYER (IRELAND) LIMITED, SUOMEN SIVULIIKE"
TRYEFIH3,TRYEFIH3AAA,"TRUELAYER (IRELAND) LIMITED, SUOMEN SIVULIIKE"
TRYEFIH3,TRYEFIH3XXX,"TRUELAYER (IRELAND) LIMITED, SUOMEN SIVULIIKE"
TUSAFI21,TUSAFI21XXX,LAMMIN SAASTOPANKKI
UASNFIH2,UASNFIH2DCA,SALDO BANK UAB SUOMEN SIVULIIKE
UASNFIH2,UASNFIH2XXX,SALDO BANK UAB SUOMEN SIVULIIKE
ULKOFIH1,ULKOFIH1XXX,UMO CAPITAL OY
UNBRFIH1,UNBRFIH1XXX,UB SECURITIES OY
UNOMFIH1,UNOMFIH1XXX,UNITED BANKERS OMAISUUDENHOITO OY
VARIFIH1,VARIFIH1XXX,B10 VARAINHOITO OY
VATSFIH1,VATSFIH1XXX,VARAINHALLINTA TRESOR OY
VEPFFI21,VEPFFI21XXX,PENSIONSFORSAKRINGSAKTIEBOLAGET VERITAS
VESSFIH1,VESSFIH1XXX,VESSILA OY AB
VIITFIH1,VIITFIH1XXX,VIMPU INTRESSENTER AB
VIRAFIH1,VIRAFIH1XXX,VIRALA OY AB
VISVFIH1,VISVFIH1XXX,VISIO VARAINHOITO OY
VKSKFIH2,VKSKFIH2XXX,STATE TREASURY(REPUBLIC OF FINLAND)
VKSKFIHH,VKSKFIHHSTF,STATE TREASURY(REPUBLIC OF FINLAND)
VKSKFIHH,VKSKFIHHXXX,STATE TREASURY(REPUBLIC OF FINLAND)
VPAYFIH2,VPAYFIH2XXX,VIVA PAYMENT SERVICES S.A. SUOMEN SIVULIIKE
VPYMFI22,VPYMFI22XXX,VISMA PAYMENTS OY
WAAGFIH1,WAAGFIH1XXX,KORKIA ASSET MANAGEMENT OY
WAMOFIH2,WAMOFIH2XXX,WAMO SOLUTIONS OY
WIANFIH1,WIANFIH1XXX,WIP ASSET MANAGEMENT
XFOMFIH1,XFOMFIH1XXX,NASDAQ NORDIC OY
