bic_8,bic,bank
EVRFRUM1,EVRFRUM1YRS,EVROFINANCE MOSNARBANK
EVRFRUMM,EVRFRUMMXXX,EVROFINANCE MOSNARBANK
EXIRRUMM,EXIRRUMMXXX,EXIMBANK OF RUSSIA
EXPNRUMM,EXPNRUMMXXX,EXPOBANK JSC
EXVORU21,EXVORU21XXX,AO AKB EXPRESS-VOLGA
FAEBRU8V,FAEBRU8VXXX,FAR EASTERN BANK
FCAERUMM,FCAERUMMXXX,LIMITED LIABILITY COMPANY NON- BANKING CREDIT ORGANIZATION 'ER FINANCE'
FCBRRUMM,FCBRRUMMXXX,FIRST CLIENT BANK (LIMITED LIABILITY COMPANY)
FEDCRUM1,FEDCRUM1XXX,COMMERCIAL BANK 'FDB' (LIMITED LIAB COMPANY)
FIDKRU21,FIDKRU21XXX,FIRST DORTRANSBANK
FIEVRUM1,FIEVRUM1XXX,FINNET-SERVICE LTD
FJTCRU22,FJTCRU22XXX,JSC 'FIRST DORTRANSBANK'
FMOSRUMM,FMOSRUMMXXX,CREDIT EUROPE BANK (RUSSIA) LTD.
FNMMRUMM,FNMMRUMMXXX,FINAM BANK
FOJSRUMM,FOJSRUMMXXX,FORA-BANK AO
FORHRU33,FORHRU33XXX,JOINT STOCK COMMERCIAL BANK FORSHTADT
FOUURU21,FOUURU21XXX,JOINT-STOCK COMPANY FORA - OPPORTUNITY RUSSIAN BANK
FRFLRUMM,FRFLRUMMXXX,LIMITED LIABILITY COMPANY 'CIFRA BANK'
FRIBRUMM,FRIBRUMMXXX,JOINT STOCK COMPANY 'FIRST INVESTMENT BANK'
FRIPRUM1,FRIPRUM1XXX,FITCH RATINGS CIS LIMITED (MOSCOW BRANCH)
GAZARU21,GAZARU21MF1,GAZENERGOBANK
GAZARU21,GAZARU21XXX,GAZENERGOBANK
GAZNRUM1,GAZNRUM1XXX,JOINT STOCK COMMERCIAL BANK 'GAZNEFTBANK' (JOINT STOCK COMPANY)
GAZPRUMM,GAZPRUMMXXX,GAZPROMBANK (JOINT STOCK COMPANY)
GBBBRU88,GBBBRU88XXX,ING BANK (EURASIA) JSC
GCOJRUM1,GCOJRUM1XXX,BANK GLOBUS JSC
GESPRU21,GESPRU21XXX,GEFEST BANK LTD
GJSCRU21,GJSCRU21XXX,GELENDJIK-BANK
HOLNRUM1,HOLNRUM1XXX,LIMITED LIABILITY COMPANY COMMERCIAL BANK 'HOLDINVESTBANK'
HRANRUMM,HRANRUMMEKB,INKAKHRAN NKO (AO)
HRANRUMM,HRANRUMMXXX,INKAKHRAN NKO (AO)
HVBKRUMM,HVBKRUMMXXX,AO WOORI BANK
IBAZRUMM,IBAZRUMMXXX,THE BANK IBA-MOSCOW LLC
IBECRUMM,IBECRUMMXXX,INTL BANK FOR ECONOMIC COOPERATION
ICBKRUMM,ICBKRUMMCLR,BANK ICBC (JOINT STOCK COMPANY)
ICBKRUMM,ICBKRUMMXXX,BANK ICBC (JOINT STOCK COMPANY)
ICDYRU2Y,ICDYRU2YXXX,INVESTMENT COMMERCIAL BANK OF DEVELOPMENT 'YARINTERBANK'
ICFIRUMM,ICFIRUMMXXX,JOINT-STOCK COMPANY JOINT-STOCK COMMERCIAL BANK 'INTERNATIONAL FINANCIAL CLUB'
IIBMRUMM,IIBMRUMMXXX,INTERNATIONAL INVESTMENT BANK
IKBARUMM,IKBARUMMXXX,DENIZBANK MOSCOW JSC
IMBKRUMM,IMBKRUMMIBO,UNICREDIT BANK AO
IMBKRUMM,IMBKRUMMPET,UNICREDIT BANK AO
IMBKRUMM,IMBKRUMMXXX,UNICREDIT BANK AO
INCBRU55,INCBRU55XXX,JOINT STOCK COMPANY COMMERCIAL BANK 'POIDEM'
INEARUMM,INEARUMMXXX,INTERSTATE BANK
INGBRUMM,INGBRUMML28,ING BANK (EURASIA) JSC
INGBRUMM,INGBRUMMTMK,ING BANK (EURASIA) JSC
INGBRUMM,INGBRUMMXXX,ING BANK (EURASIA) JSC
INKKRUM1,INKKRUM1XXX,PUBLIC JOINT-STOCK COMPANY MOSCOW REGIONAL BANK
INKNRUM2,INKNRUM2XXX,"INBANK, LTD"
INOYRUM1,INOYRUM1XXX,INSTROYBANK LTD
INTPRUMM,INTPRUMMXXX,INTERPROGRESSBANK
IPOTRU21,IPOTRU21XXX,BANK CITY (JOINT-STOCK COMPANY)
IRBARU22,IRBARU22MAH,COMMERCIAL BANK 'RBA' (LIMITED LIABILITY COMPANY)
IRBARU22,IRBARU22MSK,COMMERCIAL BANK 'RBA' (LIMITED LIABILITY COMPANY)
IRBARU22,IRBARU22XXX,COMMERCIAL BANK 'RBA' (LIMITED LIABILITY COMPANY)
IRITRUM1,IRITRUM1XXX,IBDIT LTD
IRONRUM1,IRONRUM1XXX,IRON BANK
ISBKRUMM,ISBKRUMMXXX,ISBANK JOINT STOCK COMPANY
ITCURUM2,ITCURUM2XXX,NONBANKING CREDIT ORGANIZATION 'INTERBANK CREDIT UNION' (LIMITED LIABILITY COMPANY)
ITCURUMM,ITCURUMMXXX,NONBANKING CREDIT ORGANIZATION 'INTERBANK CREDIT UNION' (LIMITED LIABILITY COMPANY)
ITEHRU21,ITEHRU21100,ALEKSANDROVSKY BANK
ITEHRU21,ITEHRU21200,ALEKSANDROVSKY BANK
ITEHRU21,ITEHRU21300,ALEKSANDROVSKY BANK
ITEHRU2P,ITEHRU2PXXX,ALEKSANDROVSKY BANK
IVAORU21,IVAORU21XXX,JOINT STOCK COMPANY COMMERCIAL BANK IVANOVO
IVDCRUMM,IVDCRUMMXXX,CB MOSKOMMERTSBANK
IZHBRU31,IZHBRU31XXX,JOINT-STOCK COMPANY 'DATABANK'
JCAMRUM1,JCAMRUM1EKB,JOINT STOCK COMPANY BANK INGO
JCAMRUM1,JCAMRUM1IRK,JOINT STOCK COMPANY BANK INGO
JCAMRUM1,JCAMRUM1KRD,JOINT STOCK COMPANY BANK INGO
JCAMRUM1,JCAMRUM1KRS,JOINT STOCK COMPANY BANK INGO
JCAMRUM1,JCAMRUM1NNG,JOINT STOCK COMPANY BANK INGO
JCAMRUM1,JCAMRUM1SAM,JOINT STOCK COMPANY BANK INGO
JCAMRUM1,JCAMRUM1SPB,JOINT STOCK COMPANY BANK INGO
JCAMRUMM,JCAMRUMMXXX,JOINT STOCK COMPANY BANK INGO
JCCYRU21,JCCYRU21XXX,JOINT STOCK COMPANY BANK NATIONAL STANDARD
JCFORUMM,JCFORUMMXXX,INDUSTRY DEVELOPMENT AND MODERNIZATION BANK (JOINT-STOCK COMPANY)
JCMMRUM1,JCMMRUM1XXX,PUBLIC JOINT-STOCK COMPANY ORIENT EXPRESS BANK
JCNIRU51,JCNIRU51XXX,"JOINT-STOCK COMPANY, NEW INVESTMENT COMMERCIAL ORENBURG BANK OF INDUSTRY DEVELOPMENT"
JCZERU3S,JCZERU3SXXX,LIMITED LIABILITY COMPANY 'ZEMSKY BANK'
JICIRUM1,JICIRUM1XXX,JSC 'INVESTMENT COMPANY ITINVEST'
JIVARU2R,JIVARU2RXXX,ZHIVAGO BANK LIMITED LIABILITY COMPANY
JPJSRU42,JPJSRU42XXX,JSC CB PRIOBYE JOINT STOCK COMPANY COMMERCIAL BANK
JSBCRU4N,JSBCRU4NXXX,JOINT-STOCK BANK CAPITAL
JSBSRU2P,JSBSRU2P02S,BANK SAINT-PETERSBURG PJSC
JSBSRU2P,JSBSRU2P02U,BANK SAINT-PETERSBURG PJSC
JSBSRU2P,JSBSRU2PKLG,BANK SAINT-PETERSBURG PJSC
JSBSRU2P,JSBSRU2PMSK,BANK SAINT-PETERSBURG PJSC
JSBSRU2P,JSBSRU2PXXX,BANK SAINT-PETERSBURG PJSC
JSCKRU41,JSCKRU41XXX,JOINT STOCK COMPANY TAGILBANK
JSCORU4P,JSCORU4PMSK,BANK URAL FD
JSCORU4P,JSCORU4PPRM,BANK URAL FD
JSCORU4P,JSCORU4PXXX,BANK URAL FD
JSCVRUM2,JSCVRUM2XXX,JOINT STOCK COMPANY INVESTTORGBANK
JSMSRUMM,JSMSRUMMXXX,JOINT STOCK COMPANY SETTLEMENT NON- BANKING CREDIT INSTITUTION 'FINANCIAL LANDSCAPE' - (JSC SNCO)
JSNMRUMM,JSNMRUMMKHA,BANK OTKRITIE FINANCIAL CORPORATION (PUBLIC JOINT-STOCK COMPANY)
JSNMRUMM,JSNMRUMMNAL,BANK OTKRITIE FINANCIAL CORPORATION (PUBLIC JOINT-STOCK COMPANY)
JSNMRUMM,JSNMRUMMNNV,BANK OTKRITIE FINANCIAL CORPORATION (PUBLIC JOINT-STOCK COMPANY)
JSNMRUMM,JSNMRUMMNSB,BANK OTKRITIE FINANCIAL CORPORATION (PUBLIC JOINT-STOCK COMPANY)
JSNMRUMM,JSNMRUMMRND,BANK OTKRITIE FINANCIAL CORPORATION (PUBLIC JOINT-STOCK COMPANY)
JSNMRUMM,JSNMRUMMSPB,BANK OTKRITIE FINANCIAL CORPORATION (PUBLIC JOINT-STOCK COMPANY)
JSNMRUMM,JSNMRUMMXXX,BANK OTKRITIE FINANCIAL CORPORATION (PUBLIC JOINT-STOCK COMPANY)
JXIBRU2P,JXIBRU2PXXX,EXPORT- IMPORT JOINT-STOCK BANK
KABORU2K,KABORU2KXXX,"BANK OF KAZAN, KBER, OOO"
