bic_8,bic,bank
IFSEZAJ1,IFSEZAJ1XXX,INFINITY FINANCIAL SERVICES (PY) LTD
IMPNZAJ1,IMPNZAJ1XXX,IMPALA PLATINUM
INTAZAJC,INTAZAJCXXX,INTEMBEKO INVESTMENT ADMINISTRATORS (PTY) LTD
INYFZAJ1,INYFZAJ1XXX,INVESTEC PROPERTY FUND
ISBOZAJ1,ISBOZAJ1XXX,AG INSTITUTIONAL BROKERS
ISECZAJJ,ISECZAJJXXX,INDEPENDENT SECURITIES (PTY) LTD
ISZAZAJ1,ISZAZAJ1XXX,INDEPENDANT SECURITIES (PTY) LTD JSE BUILDING
IVESZA31,IVESZA31XXX,INVESTEC WEALTH AND INVESTMENT INTERNATIONAL PTY LTD
IVESZAJ2,IVESZAJ2011,INVESTEC WEALTH AND INVESTMENT INTERNATIONAL PTY LTD
IVESZAJ2,IVESZAJ2XXX,INVESTEC WEALTH AND INVESTMENT INTERNATIONAL PTY LTD
IVESZAJJ,IVESZAJJXXX,INVESTEC BANK LIMITED
IVESZAJS,IVESZAJSXXX,INVESTEC MARKETS (PROPRIETARY) LIMITED
IWIIZAJJ,IWIIZAJJXXX,INVESTEC WEALTH AND INVESTMENT INTERNATIONAL PTY LTD
JPMEZAJJ,JPMEZAJJ011,J.P. MORGAN EQUITIES SOUTH AFRICA PROPRIETARY LIMITED
JPMEZAJJ,JPMEZAJJ022,J.P. MORGAN EQUITIES SOUTH AFRICA PROPRIETARY LIMITED
JPMEZAJJ,JPMEZAJJ033,J.P. MORGAN EQUITIES SOUTH AFRICA PROPRIETARY LIMITED
JPMEZAJJ,JPMEZAJJXXX,J.P. MORGAN EQUITIES SOUTH AFRICA PROPRIETARY LIMITED
JPMSZAJJ,JPMSZAJJXXX,J.P. MORGAN SECURITIES SOUTH AFRICA PROPRIETARY LIMITED
KESYZAJJ,KESYZAJJXXX,KELA SECURITIES PTY LTD
KIIOZAJ1,KIIOZAJ1XXX,KARLEIN INDEPENDENT INVESTMENT CONS ULTANCY (PTY) LTD
KPFSZAJ1,KPFSZAJ1XXX,KEN POWELL FINANCIAL SERVICES (PTY) LTD
LADSZAJ1,LADSZAJ1XXX,LAND AND AGRICULTURAL DEVELOPMENT BANK OF SOUTH AFRICA
LBAMZAJJ,LBAMZAJJXXX,STANLIB ASSET MANAGEMENT (PTY) LTD
LBAMZAJK,LBAMZAJKXXX,STANLIB ASSET MANAGEMENT (PTY) LTD
LESTZAJJ,LESTZAJJXXX,LEFIKA SECURITIES (PTY)LTD
LINKZAJJ,LINKZAJJDRA,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJENG,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJFRV,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJP10,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPE1,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPE2,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPE3,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPE4,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPE5,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPE6,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPE7,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPE8,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPE9,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPEP,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJPRC,TRUSTLINK (PTY) LTD
LINKZAJJ,LINKZAJJTFG,TRUSTLINK (PTY) LTD
